CP1 MT FUNNY|false|1065
-464.2854919433594,783.6965942382812,1087.3240966796875|-0.6655834317207336,1.20034215456144e-07,0.7463234066963196|7.150794090193813e-08,1,-9.706209880278038e-08|Freefall
-464.6358947753906,784.4121704101562,1087.7186279296875|-0.6657631397247314,1.3900893236495904e-07,0.7461631298065186|8.36151414773667e-08,1,-1.1169281322054303e-07|Freefall
-464.9909362792969,785.0732421875,1088.1165771484375|-0.6658679842948914,1.580840773840464e-07,0.746069610118866|9.576912418651773e-08,1,-1.2641511659694515e-07|Freefall
-465.3460388183594,785.6798095703125,1088.5145263671875|-0.6658799648284912,1.771443152165375e-07,0.7460588812828064|1.0789831605961808e-07,1,-1.41137633136168e-07|Freefall
-465.7011413574219,786.2318725585938,1088.9124755859375|-0.6658814549446106,1.2676285621182615e-07,0.7460575699806213|7.751274466727409e-08,1,-1.007275614028913e-07|Freefall
-466.0562438964844,786.7294311523438,1089.3104248046875|-0.6658816933631897,7.642445609690185e-08,0.746057391166687|4.715285228940047e-08,1,-6.035224231482061e-08|Freefall
-466.5001220703125,787.2747802734375,1089.807861328125|-0.6658813953399658,1.3561949785412253e-08,0.7460575699806213|9.239427889440321e-09,1,-9.931655498007785e-09|Freefall
-466.855224609375,787.6497802734375,1090.205810546875|-0.6658816337585449,-3.667970105425411e-08,0.746057391166687|-2.1062138699790012e-08,1,3.0366042125251624e-08|Freefall
-467.2103271484375,787.97021484375,1090.603759765625|-0.6658814549446106,-8.687842978361004e-08,0.7460575699806213|-5.133780689448031e-08,1,7.062931217660662e-08|Freefall
-467.5654296875,788.2361450195312,1091.001708984375|-0.6658798456192017,-1.3703427725886286e-07,0.746059000492096|-8.158744435604603e-08,1,1.1085831630452958e-07|Freefall
-467.8317565917969,788.3998413085938,1091.3001708984375|-0.6658798456192017,-1.3821696143168083e-07,0.746059000492096|-8.248475324990068e-08,1,1.1164267021968044e-07|Freefall
-468.1868591308594,788.5704345703125,1091.6981201171875|-0.6658793091773987,-1.1553230905292367e-07,0.7460594773292542|-6.917099426573259e-08,1,9.311962401170604e-08|Freefall
-468.5419616699219,788.6865234375,1092.0960693359375|-0.6658793687820435,-9.28670473854254e-08,0.7460594177246094|-5.586869988860599e-08,1,7.461233053618344e-08|Freefall
-468.8970642089844,788.7481079101562,1092.4940185546875|-0.6644018292427063,-6.998809709557463e-08,0.7473755478858948|-4.226358285563947e-08,1,5.607368080973174e-08|Freefall
-469.25146484375,788.7551879882812,1092.8924560546875|-0.6643112301826477,-4.6662691488563723e-08,0.7474560737609863|-2.8509557381539707e-08,1,3.7090433835373915e-08|Freefall
-469.605712890625,788.707763671875,1093.2908935546875|-0.6642580628395081,-2.3328077247697365e-08,0.7475033402442932|-1.4755718424908082e-08,1,1.8095533960149623e-08|Freefall
-470.04852294921875,788.5718383789062,1093.7889404296875|-0.6642531752586365,5.812614389810733e-09,0.747507631778717|2.4168325118978373e-09,1,-5.62833823991582e-09|Freefall
-470.314208984375,788.4494018554688,1094.0877685546875|-0.6627200245857239,2.339011828667026e-08,0.7488672733306885|1.2768729185097527e-08,1,-1.9934143224986656e-08|Freefall
-470.667724609375,788.2384643554688,1094.487060546875|-0.6626718640327454,4.711580103844426e-08,0.7489098310470581|2.677880850399106e-08,1,-3.9217322722606696e-08|Freefall
-471.0211181640625,787.9730834960938,1094.886474609375|-0.6626240611076355,7.084597797302195e-08,0.7489522099494934|4.079317861283016e-08,1,-5.8502312327846084e-08|Freefall
-471.37451171875,787.6531372070312,1095.285888671875|-0.6626185178756714,9.455627747456674e-08,0.748957097530365|5.4798153570345676e-08,1,-7.776947796855893e-08|Freefall
-471.7279052734375,787.2786865234375,1095.685302734375|-0.6611327528953552,1.1847617287230605e-07,0.7502689361572266|6.87726924297749e-08,1,-9.730949557251733e-08|Freefall
-472.08056640625,786.8497314453125,1096.08544921875|-0.6595563888549805,1.4329675934732222e-07,0.751655101776123|8.328144929237169e-08,1,-1.1756448969890698e-07|Freefall
-472.43231201171875,786.3663330078125,1096.486328125|-0.6579217314720154,1.6925200441164634e-07,0.7530863285064697|9.848152870972626e-08,1,-1.387077048775609e-07|Freefall
-472.7832336425781,785.8284301757812,1096.8880615234375|-0.6577712297439575,1.260880679865295e-07,0.7532177567481995|7.359955844776778e-08,1,-1.0312609077800516e-07|Freefall
-473.2217712402344,785.0794067382812,1097.390380859375|-0.6577118635177612,7.223324161031996e-08,0.753269612789154|4.259785413296413e-08,1,-5.869894081911298e-08|Freefall
-473.4843444824219,784.5890502929688,1097.691162109375|-0.6577039957046509,3.9948279351165183e-08,0.7532764673233032|2.4017765554162906e-08,1,-3.2062196453352954e-08|Landed
-473.9613342285156,784.619873046875,1098.2374267578125|-0.6577037572860718,-2.4559568601034698e-08,0.7532767057418823|-1.3105433183113746e-08,1,2.116098407611844e-08|Landed
-474.1317443847656,784.746826171875,1098.4326171875|-0.6577035784721375,-4.6043812318430355e-08,0.7532768845558167|-2.5469251596632603e-08,1,3.888688837605514e-08|Landed
-474.43536376953125,785.2857055664062,1098.7803955078125|-0.6544114351272583,-9.9739295933432e-08,0.7561386227607727|-5.618582576971676e-08,1,8.327923950446348e-08|Running
-474.56646728515625,785.93994140625,1098.9305419921875|-0.65275639295578,-1.3193634629260487e-07,0.7575678825378418|-7.45196118145941e-08,1,1.0994816790343975e-07|Jumping
-474.75738525390625,786.7645263671875,1099.1497802734375|-0.6497524976730347,-1.3854564429038874e-07,0.7601458430290222|-7.810050561829485e-08,1,1.1550368128609989e-07|Freefall
-474.97381591796875,787.5346069335938,1099.3994140625|-0.6450395584106445,-1.0449792142708247e-07,0.7641491889953613|-5.794558788352333e-08,1,8.783720062410794e-08|Freefall
-475.21533203125,788.2501831054688,1099.6796875|-0.6431384682655334,-6.41316830751748e-08,0.7657499313354492|-3.425358485742436e-08,1,5.4981253327923696e-08|Freefall
-475.4815368652344,788.9112548828125,1099.9912109375|-0.6383076906204224,-1.9464762246457212e-08,0.7697812914848328|-7.685666325585316e-09,1,1.8913087984628874e-08|Freefall
-475.7716979980469,789.517822265625,1100.3343505859375|-0.6348962783813477,3.2489200663121665e-08,0.7725973725318909|2.323896808320569e-08,1,-2.2954862899382533e-08|Freefall
-476.08477783203125,790.0698852539062,1100.7099609375|-0.6314722299575806,8.967125353365191e-08,0.7753984928131104|5.726981200382397e-08,1,-6.900575044710422e-08|Freefall
-476.5009765625,790.683349609375,1101.2196044921875|-0.6281879544258118,1.311372130885502e-07,0.7780616283416748|8.126946227093867e-08,1,-1.0292849594861764e-07|Freefall
-476.7522277832031,791.0105590820312,1101.53076171875|-0.6197556257247925,1.2965578832790925e-07,0.7847948670387268|7.851299699268566e-08,1,-1.0320776056005343e-07|Freefall
-477.0830993652344,791.399169921875,1101.9490966796875|-0.6131630539894104,1.4567453376912454e-07,0.7899563908576965|8.652517635709955e-08,1,-1.1724759474418534e-07|Freefall
-477.49176025390625,791.8082275390625,1102.475830078125|-0.6079726219177246,1.3656122632710321e-07,0.7939580082893372|8.028639086887779e-08,1,-1.10521334306668e-07|Freefall
-477.7349548339844,792.0127563476562,1102.7933349609375|-0.6023421287536621,1.189101936915904e-07,0.7982380390167236|6.922889639326968e-08,1,-9.672643130897995e-08|Freefall
-478.1365966796875,792.2855834960938,1103.325439453125|-0.595913290977478,1.0694065366578798e-07,0.8030487895011902|6.173531374997765e-08,1,-8.735678136417846e-08|Freefall
-478.4543151855469,792.4425659179688,1103.7537841796875|-0.5903192162513733,1.1513858311218428e-07,0.8071699142456055|6.632436821973897e-08,1,-9.413883361730768e-08|Freefall
-478.6905212402344,792.5245361328125,1104.07666015625|-0.5864428281784058,1.279580459367935e-07,0.8099905848503113|7.37161442998513e-08,1,-1.0460336596906927e-07|Freefall
-479.08148193359375,792.593017578125,1104.61669921875|-0.5830845832824707,1.5632220140560094e-07,0.8124114274978638|9.045598403645272e-08,1,-1.2749538313983066e-07|Freefall
-479.39239501953125,792.58642578125,1105.050048828125|-0.5826242566108704,1.4765240052838635e-07,0.8127416372299194|8.584675015299581e-08,1,-1.2013165928692615e-07|Freefall
-479.6253967285156,792.5457763671875,1105.375244140625|-0.5808294415473938,1.1525776955068068e-07,0.8140252828598022|6.705438693188626e-08,1,-9.374476661605513e-08|Freefall
-480.0126647949219,792.4098510742188,1105.9178466796875|-0.5807681679725647,6.17641475741948e-08,0.8140689730644226|3.64782160033883e-08,1,-4.9846835992184424e-08|Freefall
-480.3223571777344,792.2398071289062,1106.3519287109375|-0.5790908932685852,1.927305248727862e-08,0.815263032913208|1.2090065837355723e-08,1,-1.5052572521767615e-08|Freefall
-480.6312561035156,792.0152587890625,1106.7867431640625|-0.578988254070282,-2.2702073110281162e-08,0.8153358697891235|-1.1892014484260471e-08,1,1.939904414882676e-08|Freefall
-480.9399719238281,791.7362060546875,1107.2218017578125|-0.5789305567741394,-6.461122126211194e-08,0.815376877784729|-3.5831977385214486e-08,1,5.379965628549144e-08|Freefall
-481.1715087890625,791.4911499023438,1107.548095703125|-0.5789237022399902,-9.601928496749679e-08,0.8153817057609558|-5.377404832529464e-08,1,7.958016112752375e-08|Freefall
-481.480224609375,791.11669921875,1107.983154296875|-0.5789231061935425,-1.3786538488602673e-07,0.8153821229934692|-7.76795232582117e-08,1,1.139280811912613e-07|Freefall
-481.8661193847656,790.572021484375,1108.5269775390625|-0.5773618221282959,-1.3537454890411027e-07,0.8164883852005005|-7.635143361994778e-08,1,1.118107135766877e-07|Freefall
-482.09710693359375,790.204345703125,1108.853515625|-0.5772044658660889,-1.1168392433091867e-07,0.8165996670722961|-6.312694011967324e-08,1,9.214647178623636e-08|Freefall
-482.40496826171875,789.6664428710938,1109.2890625|-0.5771561861038208,-8.007787499764163e-08,0.8166338205337524|-4.551546695097386e-08,1,6.58904184547282e-08|Freefall
-482.71282958984375,789.0740356445312,1109.724609375|-0.5771440863609314,-4.849747270441185e-08,0.8166423439979553|-2.792402220563872e-08,1,3.9651737893109384e-08|Freefall
-483.0018615722656,788.4270629882812,1110.133544921875|-0.577142596244812,-1.694401241536525e-08,0.8166433572769165|-1.0348602863530232e-08,1,1.3434742207607542e-08|Landed
-483.24835205078125,788.3289794921875,1110.4822998046875|-0.5771421790122986,1.4582493435000288e-08,0.8166436553001404|7.211729879941231e-09,1,-1.2759910461568325e-08|Landed
-483.48809814453125,788.3637084960938,1110.821533203125|-0.5771421790122986,4.608205728118264e-08,0.8166436553001404|2.47570586253687e-08,1,-3.893217481731881e-08|Running
-483.7876281738281,789.43701171875,1111.2451171875|-0.5771421790122986,8.541866236555506e-08,0.8166436553001404|4.666765462957301e-08,1,-7.161604287375667e-08|Jumping
-484.0415954589844,790.234375,1111.6044921875|-0.5771424174308777,1.1685769152336434e-07,0.8166435360908508|6.417929654389809e-08,1,-9.773799547474482e-08|Freefall
-484.3185119628906,790.9772338867188,1111.9962158203125|-0.5771424770355225,1.4826986216576188e-07,0.816643476486206|8.167594955921231e-08,1,-1.2383765124468482e-07|Freefall
-484.541259765625,791.49853515625,1112.3114013671875|-0.5771424770355225,1.5430856592502096e-07,0.816643476486206|8.511857174653414e-08,1,-1.2879920063824102e-07|Freefall
-484.84832763671875,792.14599609375,1112.745849609375|-0.5771425366401672,1.156999545059989e-07,0.8166434168815613|6.39295265614237e-08,1,-9.649683363477379e-08|Freefall
-485.23309326171875,792.878662109375,1113.290283203125|-0.5771426558494568,6.748557979108227e-08,0.8166433572769165|3.7468684155328447e-08,1,-5.615768827738066e-08|Freefall
-485.54095458984375,793.4035034179688,1113.725830078125|-0.5771424770355225,2.8951152586387252e-08,0.816643476486206|1.632034063447918e-08,1,-2.3917401392736792e-08|Freefall
-485.84881591796875,793.8738403320312,1114.161376953125|-0.5771425366401672,-9.550348067932646e-09,0.8166434168815613|-4.809912024228424e-09,1,8.29535018453953e-09|Freefall
-486.0797119140625,794.1907958984375,1114.488037109375|-0.5771425366401672,-3.840488105311124e-08,0.8166434168815613|-2.0645748222136717e-08,1,3.243685142706454e-08|Freefall
-486.3875732421875,794.5657958984375,1114.923583984375|-0.577142596244812,-7.684882774583457e-08,0.8166433572769165|-4.174440704218796e-08,1,6.46014584049226e-08|Freefall
-486.6954345703125,794.88623046875,1115.359130859375|-0.5771424174308777,-1.1525992960059739e-07,0.8166435360908508|-6.282501630039405e-08,1,9.673860290604352e-08|Freefall
-487.0032958984375,795.1521606445312,1115.794677734375|-0.5771424770355225,-1.5363821148639545e-07,0.816643476486206|-8.38876346165307e-08,1,1.288482707195726e-07|Freefall
-487.3111572265625,795.3635864257812,1116.230224609375|-0.5771425366401672,-1.3750133120993269e-07,0.8166434168815613|-7.514378808082256e-08,1,1.1526774557069075e-07|Freefall
-487.6190185546875,795.5205688476562,1116.665771484375|-0.575525164604187,-1.0299462616103483e-07,0.8177840709686279|-5.6099050738112055e-08,1,8.646318150340448e-08|Freefall
-487.926025390625,795.623046875,1117.101806640625|-0.5754271149635315,-6.80508733807983e-08,0.8178530931472778|-3.703331330484616e-08,1,5.715073214673794e-08|Freefall
-488.23291015625,795.6710205078125,1117.537841796875|-0.5753679275512695,-3.310756113705793e-08,0.817894697189331|-1.797885040843994e-08,1,2.7831340787543013e-08|Freefall
-488.539794921875,795.6644287109375,1117.973876953125|-0.5753635764122009,1.8062986661959712e-09,0.8178977370262146|1.0551522988677675e-09,1,-1.4662008274157756e-09|Freefall
-488.8466796875,795.6033935546875,1118.409912109375|-0.5753612518310547,3.6690344984435797e-08,0.8178994059562683|2.0072727480169306e-08,1,-3.073883547699552e-08|Freefall
-489.23028564453125,795.450439453125,1118.9549560546875|-0.5753618478775024,8.02534927402121e-08,0.8178989887237549|4.3821877682148624e-08,1,-6.72944437951628e-08|Freefall
-489.46044921875,795.3178100585938,1119.281982421875|-0.5753602981567383,1.0636905756200576e-07,0.8179000616073608|5.805905800571054e-08,1,-8.920916627630504e-08|Freefall
-489.84405517578125,795.0286254882812,1119.8270263671875|-0.5753594040870667,1.498578257042027e-07,0.8179007172584534|8.176751009614236e-08,1,-1.2570244223297777e-07|Freefall
-490.07421875,794.814208984375,1120.154052734375|-0.5753621459007263,1.4116298530097993e-07,0.8178987503051758|7.701554949335332e-08,1,-1.1841459723882508e-07|Freefall
-490.381103515625,794.4806518554688,1120.590087890625|-0.5769807696342468,1.0664163596629805e-07,0.8167577385902405|5.8435812633206297e-08,1,-8.928632411198123e-08|Freefall
-490.68878173828125,794.0925903320312,1121.0257568359375|-0.5786958336830139,7.307011884449821e-08,0.8155434727668762|4.0360411901474436e-08,1,-6.095777393966273e-08|Freefall
-491.0745544433594,793.5308837890625,1121.5694580078125|-0.5804061889648438,3.2774480018815666e-08,0.8143271207809448|1.862028931043369e-08,1,-2.6975831346476298e-08|Freefall
-491.30670166015625,793.1529541015625,1121.8951416015625|-0.5822991132736206,9.506962328487134e-09,0.8129746317863464|6.084219794644241e-09,1,-7.336178331485144e-09|Freefall
-491.69488525390625,792.4550170898438,1122.4371337890625|-0.5839536190032959,-2.7751806186415706e-08,0.8117870688438416|-1.4017864202742203e-08,1,2.410240895756033e-08|Freefall
-492.00634765625,791.8353881835938,1122.8701171875|-0.5841769576072693,-5.667239122431056e-08,0.8116263151168823|-2.9603187456928026e-08,1,4.851850121667667e-08|Freefall
-492.2400817871094,791.3348388671875,1123.194580078125|-0.5842423439025879,-7.831803117142044e-08,0.8115792870521545|-4.1264367922622114e-08,1,6.679525199615455e-08|Freefall
-492.5517272949219,790.6197509765625,1123.627197265625|-0.5858545899391174,-1.0692195928641013e-07,0.8104162216186523|-5.6804292825063385e-08,1,9.087047203593102e-08|Freefall
-492.8641357421875,789.8502197265625,1124.059326171875|-0.5875576138496399,-1.3457629677304794e-07,0.809182345867157|-7.185774109075282e-08,1,1.1413463596454676e-07|Freefall
-493.177490234375,789.0261840820312,1124.490966796875|-0.5894750356674194,-8.581591259826382e-08,0.8077865839004517|-4.59850326706146e-08,1,7.267870216765004e-08|Landed
-493.4917907714844,788.6513671875,1124.9217529296875|-0.5895383954048157,-3.705979523260794e-08,0.807740330696106|-1.9839454523662425e-08,1,3.140077708962963e-08|Landed
-493.8062438964844,788.7417602539062,1125.3524169921875|-0.5895456671714783,1.1655195919502148e-08,0.807735025882721|6.290117759988334e-09,1,-9.838478476353885e-09|Running
-494.1206970214844,788.8375244140625,1125.7830810546875|-0.5895466804504395,6.032856703086509e-08,0.8077343106269836|3.23976934168968e-08,1,-5.104229572339136e-08|Running
-494.5137634277344,788.9073486328125,1126.3214111328125|-0.5895465016365051,1.0280588469413487e-07,0.8077344298362732|5.5177117985749646e-08,1,-8.700434506181409e-08|Running
-494.7496032714844,788.9306030273438,1126.6444091796875|-0.5895465016365051,8.435043952204069e-08,0.8077344298362732|4.526390995351903e-08,1,-7.139135504985461e-08|Running
-495.0640563964844,788.9490966796875,1127.0750732421875|-0.5895465016365051,5.976158234943796e-08,0.8077344298362732|3.2056181709094744e-08,1,-5.058961605186596e-08|Running
-495.3785095214844,788.9591674804688,1127.5057373046875|-0.5895497798919678,3.519375724181373e-08,0.8077320456504822|1.8859946493421376e-08,1,-2.980552693543359e-08|Running
-495.6929626464844,788.9647216796875,1127.9364013671875|-0.5913079380989075,1.0650454740357418e-08,0.806445837020874|5.7396687402899715e-09,1,-8.998177314367695e-09|Running
-496.0081787109375,788.9677124023438,1128.3665771484375|-0.5948231220245361,-1.3864455361556338e-08,0.803856611251831|-7.394991285991637e-09,1,1.17754126449654e-08|Running
-496.3251647949219,788.9692993164062,1128.79541015625|-0.6052940487861633,-3.833341821746217e-08,0.7960019707679749|-2.0711127035610843e-08,1,3.240833024165113e-08|Running
-496.72784423828125,788.9703369140625,1129.326904296875|-0.6242176294326782,-6.881941061465113e-08,0.781250536441803|-3.7920216300335596e-08,1,5.7790607854713016e-08|Running
-496.9761047363281,788.970703125,1129.6405029296875|-0.6511048078536987,-8.701482556716655e-08,0.7589878439903259|-4.976823220204096e-08,1,7.195173878926653e-08|Running
-497.3211669921875,788.970947265625,1130.047119140625|-0.680401086807251,-1.111011940224671e-07,0.7328399419784546|-6.56836860457588e-08,1,9.061998440529351e-08|Running
-497.68170166015625,788.9710693359375,1130.4400634765625|-0.7055618762969971,-1.0011367379547664e-07,0.7086483240127563|-6.087480386440802e-08,1,8.066446355314838e-08|Running
-498.05596923828125,788.9710693359375,1130.8199462890625|-0.7238699197769165,-5.4407554017643633e-08,0.6899364590644836|-3.4000652959775834e-08,1,4.31858637739424e-08|Running
-498.4405517578125,788.9710693359375,1131.189453125|-0.7387492656707764,-8.881542612471094e-09,0.6739803552627563|-5.994662544139828e-09,1,6.607002944747364e-09|Running
-498.93182373046875,788.9710693359375,1131.64013671875|-0.7503970265388489,4.781087881156054e-08,0.660987377166748|3.003122373002043e-08,1,-3.8239061694866905e-08|Running
-499.33111572265625,788.9710693359375,1131.99365234375|-0.7660421133041382,9.292241998082318e-08,0.6427903771400452|5.982457906839045e-08,1,-7.326536177743037e-08|Running
-499.7384338378906,788.9710693359375,1132.337890625|-0.7771461606025696,8.583332089528994e-08,0.6293201446533203|5.603453345770504e-08,1,-6.719361778095845e-08|Running
-500.1520080566406,788.9710693359375,1132.6746826171875|-0.7826087474822998,6.146107978111104e-08,0.6225138902664185|4.0261550537934454e-08,1,-4.811464648923902e-08|Running
-500.5689697265625,788.9710693359375,1133.0072021484375|-0.7839624285697937,3.711921436888588e-08,0.6208083033561707|2.402294185799292e-08,1,-2.9455357264396298e-08|Running
-500.9869689941406,788.9710693359375,1133.33837890625|-0.783961832523346,1.2798137660752218e-08,0.6208090782165527|7.6935915416243e-09,1,-1.0899738001057813e-08|Running
-501.300537109375,788.9710693359375,1133.586669921875|-0.7839624285697937,-5.429031002535112e-09,0.6208083033561707|-4.544235654435624e-09,1,3.0065980816118554e-09|Running
-501.7186279296875,788.9710693359375,1133.917724609375|-0.783961832523346,-2.9713760341110174e-08,0.6208090782165527|-2.0849153514745922e-08,1,2.1534512839593845e-08|Running
-502.2412414550781,788.9710693359375,1134.33154296875|-0.783961832523346,-6.00405201112153e-08,0.6208090782165527|-4.121073260421326e-08,1,4.4672155752323306e-08|Running
-502.6593322753906,788.9710693359375,1134.66259765625|-0.7839624285697937,-8.427860365145534e-08,0.6208083033561707|-5.7484385251882486e-08,1,6.316444256526665e-08|Running
-502.972900390625,788.9710693359375,1134.910888671875|-0.7839624285697937,-1.0244357184774344e-07,0.6208083033561707|-6.968046051269994e-08,1,7.702330862002782e-08|Running
-503.4955139160156,788.9710693359375,1135.32470703125|-0.783961832523346,-9.834306524680869e-08,0.6208090782165527|-6.670876473435783e-08,1,7.417086322902833e-08|Running
-503.9136047363281,788.9710693359375,1135.65576171875|-0.7839624285697937,-5.38639142177999e-08,0.6208083033561707|-3.6408501102869195e-08,1,4.078717807942667e-08|Running
-504.2271728515625,788.9710693359375,1135.904052734375|-0.7839624285697937,-2.0529499877852686e-08,0.6208083033561707|-1.3700239165359562e-08,1,1.57681956380884e-08|Running
-504.645263671875,788.9710693359375,1136.235107421875|-0.783961832523346,2.3883178101868907e-08,0.6208090782165527|1.655483217177789e-08,1,-1.756549927733886e-08|Running
-505.0633544921875,788.9710693359375,1136.566162109375|-0.783961832523346,6.825793263942614e-08,0.6208090782165527|4.678405574054523e-08,1,-5.08707493906968e-08|Running
-505.4814453125,788.9710693359375,1136.897216796875|-0.783961832523346,1.1259481169645369e-07,0.6208090782165527|7.698747594986344e-08,1,-8.414756536012646e-08|Running
-505.8995361328125,788.9710693359375,1137.228271484375|-0.7866659164428711,8.369696757881684e-08,0.6173788905143738|5.7364466954368254e-08,1,-6.247426398431344e-08|Running
-506.42376708984375,788.9710693359375,1137.64013671875|-0.7893519997596741,4.763394301221524e-08,0.6139408946037292|3.267323833711089e-08,1,-3.557876482318534e-08|Running
-506.7392883300781,788.9710693359375,1137.885986328125|-0.7893519997596741,2.601462512075159e-08,0.6139408946037292|1.7708085664480677e-08,1,-1.9605652212817404e-08|Running
-507.1602783203125,788.9710693359375,1138.213623046875|-0.7893519997596741,-2.7895747933825987e-09,0.6139408946037292|-2.2305302049829834e-09,1,1.6758966436825062e-09|Running
-507.6865539550781,788.9710693359375,1138.6231689453125|-0.7893519997596741,-3.876020926441015e-08,0.6139408946037292|-2.7129846813522818e-08,1,2.8252246764282063e-08|Running
-508.1075744628906,788.9710693359375,1138.9508056640625|-0.7893519997596741,-6.750904901764443e-08,0.6139408946037292|-4.703015221707574e-08,1,4.949287557565185e-08|Running
-508.5285949707031,788.9710693359375,1139.2784423828125|-0.7893519997596741,-9.623330754493509e-08,0.6139408946037292|-6.691345078024824e-08,1,7.071534469105245e-08|Running
-508.9496154785156,788.9710693359375,1139.6060791015625|-0.7893519997596741,-1.0763262991986267e-07,0.6139408946037292|-7.47678043921951e-08,1,7.918435329656859e-08|Running
-509.265380859375,788.9710693359375,1139.851806640625|-0.7893519997596741,-7.726231388005544e-08,0.6139408946037292|-5.3635929475603916e-08,1,5.6886072741235694e-08|Running
-509.7916564941406,788.9710693359375,1140.2613525390625|-0.7893519997596741,-2.6688386611795067e-08,0.6139408946037292|-1.8446231209168218e-08,1,1.975404728682406e-08|Running
-510.107421875,788.9710693359375,1140.507080078125|-0.7893519997596741,3.6300336070382855e-09,0.6139408946037292|2.6495459160003065e-09,1,-2.5061195341180564e-09|Running
-510.5284423828125,788.9710693359375,1140.834716796875|-0.7893519997596741,4.402436104555818e-08,0.6139408946037292|3.075621890502589e-08,1,-3.2164138019652455e-08|Running
-511.0547180175781,788.9710693359375,1141.2442626953125|-0.7893519997596741,9.446872439866638e-08,0.6139408946037292|6.585579370721462e-08,1,-6.92010075908911e-08|Running
-511.3704833984375,788.9710693359375,1141.489990234375|-0.7893519401550293,1.0657847582251634e-07,0.613940954208374|7.426680781463801e-08,1,-7.811146218728027e-08|Running
-511.79150390625,788.9710693359375,1141.817626953125|-0.7893518209457397,7.438404736603843e-08,0.6139410734176636|5.1805553624717504e-08,1,-5.4551225758814326e-08|Running
-512.2124633789062,788.9710693359375,1142.145263671875|-0.7893518209457397,4.221714533514387e-08,0.6139411330223083|2.936350540494459e-08,1,-3.101113321690718e-08|Running
-512.7385864257812,788.9710693359375,1142.5548095703125|-0.7893518209457397,2.0471775385999536e-09,0.6139411330223083|1.3379152230541536e-09,1,-1.6143109071720119e-09|Running
-513.0542602539062,788.9710693359375,1142.800537109375|-0.7893518209457397,-2.2034202018517135e-08,0.6139411330223083|-1.546306904742778e-08,1,1.600870191964532e-08|Running
-513.4751586914062,788.9710693359375,1143.128173828125|-0.7893518209457397,-5.41186935265614e-08,0.6139411330223083|-3.7847627254450344e-08,1,3.9488480041427465e-08|Running
-513.8960571289062,788.9710693359375,1143.455810546875|-0.7893518209457397,-8.617575986136217e-08,0.6139411330223083|-6.021305409831257e-08,1,6.294818177821071e-08|Running
-514.3169555664062,788.9710693359375,1143.783447265625|-0.7893518209457397,-1.1820542056284467e-07,0.6139411330223083|-8.255936734258285e-08,1,8.638782844627713e-08|Running
-514.7378540039062,788.9710693359375,1144.111083984375|-0.7893518209457397,-7.94280197169428e-08,0.6139411330223083|-5.5461423897895656e-08,1,5.806655067885913e-08|Running
-515.1587524414062,788.9710693359375,1144.438720703125|-0.7893518209457397,-4.068376213695046e-08,0.6139411330223083|-2.8386638817323728e-08,1,2.9769497089660035e-08|Running
-515.5796508789062,788.9710693359375,1144.766357421875|-0.7893518209457397,-1.972633167923732e-09,0.6139411330223083|-1.3349988892130682e-09,1,1.4966408112826457e-09|Running
-516.1057739257812,788.9710693359375,1145.1759033203125|-0.7893518209457397,4.636973827132351e-08,0.6139411330223083|3.244703350446798e-08,1,-3.381043001127182e-08|Running
-516.4214477539062,788.9710693359375,1145.421630859375|-0.7893518209457397,7.53503641703901e-08,0.6139411330223083|5.2698926111816036e-08,1,-5.497655664044032e-08|Running
-516.9475708007812,788.9710693359375,1145.8311767578125|-0.7893518209457397,1.0573974407179776e-07,0.6139411330223083|7.392998924160565e-08,1,-7.717836325582539e-08|Running
-517.2632446289062,788.9710693359375,1146.076904296875|-0.7893518209457397,8.108263926942527e-08,0.6139411330223083|5.668356095611671e-08,1,-5.9190313095314195e-08|Running
-517.6841430664062,788.9710693359375,1146.404541015625|-0.7893518209457397,4.8231097338202744e-08,0.6139411330223083|3.370552903447788e-08,1,-3.5224186234472654e-08|Running
-518.1050415039062,788.9710693359375,1146.732177734375|-0.7893518209457397,1.5407637832254295e-08,0.6139411330223083|1.0747139178590714e-08,1,-1.1278546985238336e-08|Running
-518.5259399414062,788.9710693359375,1147.059814453125|-0.7893518209457397,-1.7387764117415827e-08,0.6139411330223083|-1.2191628151470013e-08,1,1.2646621527778734e-08|Running
-518.9468383789062,788.9710693359375,1147.387451171875|-0.7893518209457397,-5.0155133379803374e-08,0.6139411330223083|-3.511078716655902e-08,1,3.655133440361169e-08|Running
-519.3677368164062,788.9710693359375,1147.715087890625|-0.7893518209457397,-8.289448771847674e-08,0.6139411330223083|-5.8010353853887864e-08,1,6.043561029400735e-08|Running
-519.8938598632812,788.9710693359375,1148.1246337890625|-0.7893518209457397,-1.0632366098661805e-07,0.6139411330223083|-7.439429339228809e-08,1,7.753249775532822e-08|Running
-520.2095336914062,788.9710693359375,1148.370361328125|-0.7893518209457397,-7.848898775364432e-08,0.6139411330223083|-5.4914469416189604e-08,1,5.724026053144371e-08|Running
-520.6304321289062,788.9710693359375,1148.697998046875|-0.7893518209457397,-4.14038510143655e-08,0.6139411330223083|-2.8960796427668356e-08,1,3.020418759547283e-08|Running
-521.1565551757812,788.9710693359375,1149.1075439453125|-0.7893518209457397,4.907986017599342e-09,0.6139411330223083|3.450097318946632e-09,1,-3.5583953561513226e-09|Running
